year,id,lnCI,Structure,Open,TI,PGDP2,PGDP,Fixed,FD,UR,pilot,rank,turnover,Carbon-peaking pressure,EI,CI_ratio,d1,d2
year	id	lnCI	education	major	tenure	age	hometown	Structure	Open	TI	PGDP2	PGDP	Fixed	FD	UR	pilot	rank	turnover	Carbon-peaking pressure	EI	CI_ratio	d1	d2

2006,225,11,0,19,9,86,9,11,0,62,0,0,0,1,3875,0,1,1
2007,225,11,0,20,9,87,9,11,0,63,0,0,0,1,4145,0,1,0
2008,225,11,0,25,10,89,9,11,0,64,0,0,0,1,4003,0,1,0
2009,225,11,0,26,10,88,9,12,0,65,0,0,0,1,3801,0,1,0
2010,225,11,0,28,10,89,9,12,0,66,0,0,0,1,3967,0,1,0
2011,225,11,0,33,10,91,10,12,0,67,0,0,1,1,3931,0,1,1
2012,225,11,0,35,11,92,10,12,0,68,0,0,0,1,3695,0,1,1
2013,225,11,0,33,11,91,10,12,0,69,0,0,0,1,3820,0,1,0
2014,225,11,0,33,11,91,10,12,0,70,0,0,0,1,3494,0,1,0
2015,225,11,0,24,11,90,9,12,0,71,0,0,0,1,4227,0,1,1
2016,225,11,0,24,11,88,9,12,0,71,0,0,1,1,4987,0,1,1
2017,225,11,0,27,11,89,9,12,0,72,1,0,1,1,6281,0,0,0
2018,225,11,0,33,11,89,9,12,0,73,1,0,0,1,6781,0,0,0
2019,225,11,0,35,11,89,9,12,0,74,1,0,0,1,7309,0,0,0
2000,226,10,0,4,4,70,8,8,0,26,0,0,0,1,,,0,0
2001,226,10,0,4,4,70,8,8,0,28,0,0,0,1,,0,0,1
2002,226,10,0,5,4,70,8,8,0,30,0,0,0,1,,0,0,1
2003,226,10,0,6,4,70,8,8,0,32,0,0,0,1,,0,0,1
2004,226,10,0,8,4,71,8,8,0,33,0,0,0,1,,0,0,0
2005,226,10,0,10,5,70,8,8,0,35,0,0,0,1,,0,0,1
2006,226,10,0,11,5,71,8,8,0,37,0,0,1,1,5948,0,0,1
2007,226,10,0,9,5,71,8,8,0,38,0,0,0,1,6440,0,0,1
2008,226,10,1,7,5,73,9,9,0,40,0,0,1,1,7368,0,0,0
2009,226,10,1,6,6,72,8,9,0,41,0,0,0,1,8039,0,0,0
2010,226,10,1,6,6,72,9,9,0,41,0,0,0,1,6877,0,0,0
2011,226,10,1,6,6,73,9,9,0,43,0,0,1,1,6993,0,0,0
2012,226,10,1,7,7,73,9,9,0,44,0,0,0,1,4300,0,0,1
2013,226,10,0,7,7,72,8,9,0,46,0,0,0,1,4198,0,0,0
2014,226,11,0,4,7,72,8,9,0,47,0,0,0,1,3032,0,0,0
2015,226,11,0,3,7,71,8,9,0,48,0,0,0,1,4227,0,0,1
2016,226,11,0,3,7,70,8,9,0,49,0,0,1,1,3857,0,0,0
2017,226,11,0,3,8,71,8,9,0,51,0,0,0,1,4496,0,0,1
2018,226,11,0,3,8,72,8,9,0,53,0,0,0,1,5288,0,0,0
2019,226,11,0,2,8,72,8,9,0,54,0,0,0,1,7271,0,0,0
2000,227,12,1,23,4,85,9,8,0,76,0,1,0,1,,,1,1
2001,227,12,1,20,4,85,9,8,0,71,0,1,1,1,,0,1,0
2002,227,12,1,17,4,85,9,8,0,67,0,1,0,1,,0,1,1
2003,227,12,1,13,5,85,9,8,0,62,0,1,0,1,,0,1,0
2004,227,12,1,14,4,87,9,8,0,58,0,1,0,1,,0,1,0
2005,227,12,1,10,5,88,9,8,0,57,0,1,1,1,,0,1,0
2006,227,12,1,6,5,88,9,9,0,58,0,1,0,1,20839,0,1,0
2007,227,12,1,6,5,89,9,9,0,59,0,1,0,1,22078,0,1,1
2008,227,12,1,6,5,90,9,9,0,60,0,1,0,1,20731,0,1,1
2009,227,12,1,3,6,88,9,9,0,60,0,1,0,1,24018,0,1,0
2010,227,12,1,3,7,89,9,9,0,60,0,1,0,1,23702,0,1,1
2011,227,12,1,3,7,89,9,9,0,62,0,1,1,1,25209,0,1,1
2012,227,12,1,3,7,88,9,9,0,63,0,1,0,1,26553,0,1,0
2013,227,12,1,2,7,87,9,9,0,63,0,1,0,1,28403,0,1,1
2014,227,12,1,3,7,86,9,9,0,64,0,1,0,1,28976,0,1,0
2015,227,12,1,2,8,85,9,9,0,65,0,1,1,1,28709,0,1,1
2016,227,12,1,2,8,85,9,9,0,65,0,1,0,1,28732,0,1,0
2017,227,12,1,3,8,86,9,9,0,66,0,1,1,1,25501,0,1,0
2018,227,12,1,3,8,87,9,9,0,67,0,1,1,1,19767,0,1,1
2019,227,12,1,3,8,87,9,9,0,67,0,1,0,1,15390,0,1,1
2000,228,10,0,6,5,66,8,8,0,34,0,0,1,1,,,0,1
2001,228,10,0,5,4,66,8,8,0,34,0,0,1,1,,0,0,0
2002,228,10,0,4,5,66,8,8,0,33,0,0,0,1,,0,0,1
2003,228,10,0,3,5,66,8,9,0,33,0,0,0,1,,0,0,0
2004,228,10,0,2,4,67,8,9,0,33,0,0,0,1,,0,0,1
2005,228,10,0,2,5,66,8,9,0,34,0,0,0,1,,0,0,1
2006,228,10,0,1,5,66,8,9,0,35,0,0,1,1,2747,0,0,0
2007,228,10,0,2,5,67,8,9,0,36,0,0,0,1,9512,0,0,1
2008,228,10,0,2,5,68,8,9,0,38,0,0,1,1,6246,0,0,0
2009,228,10,1,2,6,68,8,9,0,39,0,0,0,1,6398,0,0,0
2010,228,10,1,1,6,69,8,9,0,39,0,0,0,1,6347,0,0,1
2011,228,10,1,1,6,70,8,9,0,40,0,0,1,1,6401,0,0,1
2012,228,11,1,1,6,70,8,10,0,42,0,0,0,1,6304,0,0,1
2013,228,10,1,1,7,71,8,10,0,43,0,0,1,1,6661,0,0,0
2014,228,11,1,1,7,71,8,10,0,45,0,0,0,1,6921,0,0,0
2015,228,10,1,1,7,70,8,10,0,46,0,0,0,1,7088,0,0,1
2016,228,11,1,1,8,70,8,10,0,47,0,0,0,1,7385,0,0,0
2017,228,11,1,8,8,71,8,10,0,49,0,0,0,1,9097,0,0,0
2018,228,11,0,10,8,71,8,10,0,50,0,0,1,1,9077,0,0,1
2019,228,11,0,4,8,72,8,10,0,52,0,0,0,1,9741,0,0,1
2000,229,11,0,4,6,76,9,8,0,30,0,1,0,1,,,0,0
2001,229,11,0,5,5,76,9,8,0,31,0,0,1,1,,0,0,0
2002,229,11,0,6,6,76,9,8,0,32,0,0,0,1,,0,0,1
2003,229,11,0,7,6,76,9,9,0,33,0,0,0,1,,0,1,1
2004,229,11,0,7,5,77,9,9,0,34,0,0,0,1,,0,0,0
2005,229,11,1,10,6,76,9,9,0,36,0,0,0,1,,0,1,1
2006,229,11,1,16,6,77,9,9,0,37,0,0,1,1,3903,0,1,0
2007,229,11,1,15,6,77,9,9,0,38,0,0,0,1,3839,0,1,1
2008,229,11,1,18,6,78,9,9,0,40,0,0,0,1,3682,0,1,0
2009,229,11,1,15,7,78,9,10,0,41,0,0,0,1,3870,0,1,0
2010,229,11,1,16,7,78,9,10,0,41,0,0,0,1,3562,0,1,1
2011,229,11,1,16,7,79,9,10,0,43,0,0,1,1,3468,0,1,0
2012,229,11,1,16,7,79,9,10,0,45,0,0,0,1,3715,0,1,0
2013,229,11,1,15,7,80,9,10,0,46,0,0,0,1,3259,0,1,1
2014,229,11,1,16,8,79,9,10,0,47,0,0,0,1,3314,0,1,0
2015,229,11,1,13,8,79,9,10,0,48,0,0,1,1,3708,0,1,1
2016,229,11,0,7,8,79,9,10,0,50,0,0,0,1,3450,0,1,1
2017,229,11,1,5,9,80,9,10,0,51,0,0,0,1,7058,0,1,0
2018,229,11,1,6,9,80,9,10,0,52,0,0,1,1,7452,0,1,1
2019,229,11,1,6,8,81,9,10,0,54,0,0,1,1,7481,0,1,0
2000,230,11,0,23,5,75,9,9,0,16,0,0,0,1,,,0,1
2001,230,10,0,21,5,75,9,9,0,20,0,0,0,1,,0,0,1
2002,230,11,0,18,6,75,9,9,0,23,0,0,0,1,,0,0,1
2003,230,11,0,16,6,74,9,9,0,27,0,0,0,1,,0,0,0
2004,230,11,0,17,6,75,9,9,0,30,0,0,1,1,,0,0,0
2005,230,11,0,11,6,73,9,9,0,36,0,0,0,1,,0,0,1
2006,230,11,0,9,6,74,9,9,0,37,0,0,0,1,2663,0,1,0
2007,230,11,0,8,6,74,9,9,0,38,0,0,0,1,2494,0,1,1
2008,230,11,0,11,7,75,9,10,0,39,0,0,0,1,2239,0,0,0
2009,230,11,0,9,7,74,9,10,0,40,0,0,1,1,2681,0,1,1
2010,230,11,0,11,7,74,9,10,0,40,0,0,0,1,2776,0,1,1
2011,230,11,0,10,8,75,9,10,0,42,0,0,0,1,2829,0,1,0
2012,230,11,0,11,8,75,9,10,0,44,0,0,1,1,3034,0,1,1
2013,230,11,1,12,8,76,9,10,0,45,0,0,0,1,3566,0,1,1
2014,230,11,1,11,8,76,9,10,0,47,0,0,0,1,3638,0,1,1
2015,230,11,0,10,9,76,9,10,0,48,0,0,1,1,3344,0,1,1
2016,230,11,0,6,9,77,9,10,0,50,0,0,0,1,3889,0,1,0
2017,230,11,0,5,9,79,9,10,0,51,0,0,1,1,4728,0,1,0
2018,230,11,0,10,9,79,9,10,0,53,0,0,1,1,5414,0,1,1
2019,230,11,0,7,9,80,9,10,0,54,0,0,0,1,5382,0,1,0
2000,231,11,0,12,3,63,8,8,0,-5,0,1,0,1,,,0,1
2001,231,11,0,11,3,63,8,8,0,3,0,1,0,1,,0,0,0
2002,231,11,0,10,4,63,8,7,0,10,0,1,1,1,,0,0,0
2003,231,11,0,9,3,63,8,8,0,18,0,1,0,1,,0,0,1
2004,231,11,0,7,4,64,8,8,0,26,0,1,1,1,,0,1,1
2005,231,11,0,6,4,64,8,8,0,27,0,1,0,1,,0,1,1
2006,231,11,0,6,4,65,8,9,0,29,0,1,0,1,4391,0,1,1
2007,231,11,0,4,5,66,8,9,0,30,0,1,0,1,4429,0,1,1
2008,231,11,0,4,4,67,8,9,0,31,0,1,1,1,3341,0,1,0
2009,231,11,0,5,5,67,8,10,0,33,0,1,0,1,3636,0,1,1
2010,231,11,0,4,5,67,8,10,0,34,0,1,0,1,4089,0,1,0
2011,231,11,0,5,5,69,8,10,0,35,0,1,0,1,4145,0,1,0
2012,231,11,0,5,6,69,8,10,0,36,0,1,1,1,3845,0,1,1
2013,231,11,0,4,6,70,8,10,0,38,1,1,0,1,4365,0,1,0
2014,231,11,0,5,6,70,8,9,0,39,1,1,0,1,4690,0,1,1
2015,231,11,0,1,7,70,8,9,0,41,1,1,0,1,4599,0,1,0
2016,231,11,0,0,7,70,8,9,0,42,1,1,1,1,5131,0,1,0
2017,231,11,0,0,7,71,8,9,0,44,1,1,0,1,6741,0,1,1
2018,231,11,0,1,7,72,9,9,0,46,1,0,0,1,6520,0,1,1
2019,231,11,0,1,7,73,9,9,0,47,1,0,0,1,6267,0,1,1
2000,232,10,0,10,4,63,8,8,0,27,0,0,1,1,,,0,0
2001,232,10,0,8,3,63,8,8,0,28,0,0,0,1,,0,0,0
2002,232,10,0,7,4,63,8,8,0,28,0,0,0,1,,0,0,0
2003,232,11,0,5,4,63,8,8,0,29,0,0,1,1,,0,0,1
2004,232,11,0,4,4,64,8,8,0,30,0,0,1,1,,0,0,0
2005,232,11,0,2,4,63,8,8,0,32,0,0,0,1,,0,0,0
2006,232,11,0,2,4,64,8,9,0,33,0,1,1,1,1764,0,0,0
2007,232,11,0,3,5,65,8,9,0,35,0,0,0,1,1745,0,1,1
2008,232,11,0,3,5,66,8,9,0,37,0,0,0,1,1574,0,0,0
2009,232,11,0,3,5,65,8,9,0,38,0,0,0,1,2043,0,1,1
2010,232,11,0,4,5,66,8,9,0,38,0,0,0,1,1877,0,1,1
2011,232,11,1,4,6,66,8,9,0,40,0,0,0,1,2109,0,1,1
2012,232,11,1,4,6,67,8,9,0,42,0,1,1,1,2295,0,1,1
2013,232,11,1,5,7,66,8,10,0,43,0,1,0,1,2396,0,1,0
2014,232,11,1,5,7,67,8,10,0,45,0,0,0,1,2706,0,1,1
2015,232,11,1,5,7,66,8,10,0,46,0,0,0,1,3238,0,1,1
2016,232,11,1,3,7,66,8,10,0,47,0,0,1,1,3315,0,1,1
2017,232,11,0,2,7,67,8,9,0,49,0,0,0,1,5577,0,1,1
2018,232,11,0,2,8,68,8,9,0,50,0,0,1,1,6043,0,1,0
2019,232,11,0,3,8,69,8,9,0,52,0,0,0,1,6522,0,1,0
2000,233,10,0,14,4,64,8,8,0,31,0,0,0,1,,,0,0
2001,233,10,0,12,4,64,8,8,0,31,0,0,0,1,,0,0,1
2002,233,10,0,10,4,64,8,8,0,32,0,0,1,1,,0,0,0
2003,233,11,0,7,4,64,8,8,0,33,0,0,0,1,,0,0,1
2004,233,11,0,9,4,65,8,8,0,34,0,0,1,1,,0,0,0
2005,233,11,0,4,4,64,8,8,0,35,0,0,1,1,,0,0,0
2006,233,11,0,3,5,65,8,8,0,36,0,0,0,1,1247,0,0,1
2007,233,11,0,2,5,66,8,8,0,37,0,0,0,1,1250,0,0,1
2008,233,11,1,2,5,68,8,9,0,38,0,0,1,1,1215,0,0,0
2009,233,11,1,2,5,68,8,9,0,39,0,0,0,1,1181,0,0,1
2010,233,11,1,2,6,68,8,9,0,39,0,0,0,1,1282,0,0,1
2011,233,11,0,2,6,68,8,9,0,40,0,0,1,1,1597,0,0,0
2012,233,11,0,2,6,68,8,9,0,42,0,0,0,1,1882,0,0,1
2013,233,11,0,2,6,67,8,9,0,43,0,0,1,1,2208,0,0,0
2014,233,11,0,2,6,67,8,9,0,44,0,0,0,1,2471,0,1,1
2015,233,11,0,1,7,67,8,9,0,46,0,0,1,1,2501,0,1,1
2016,233,11,0,1,7,67,8,9,0,47,0,0,1,1,2757,0,1,0
2017,233,11,0,1,7,67,8,9,0,48,0,0,0,1,6844,0,1,1
2018,233,11,0,1,8,68,8,9,0,49,0,0,0,1,7685,0,1,0
2019,233,11,0,1,8,68,8,9,0,51,0,0,0,1,7908,0,1,1
2000,234,10,0,25,4,69,8,8,0,28,0,0,0,1,,,0,0
2001,234,10,0,22,5,69,8,8,0,30,0,0,0,1,,0,0,1
2002,234,11,0,20,5,69,8,9,0,31,0,0,0,1,,0,0,0
2003,234,11,0,16,5,70,8,9,0,32,0,0,1,1,,0,0,0
2004,234,11,0,13,5,72,8,9,0,33,0,0,0,1,,0,0,1
2005,234,11,1,11,5,72,8,9,0,35,0,0,0,1,,0,0,1
2006,234,11,1,10,6,73,9,9,0,36,0,0,0,1,3050,0,0,0
2007,234,11,1,9,5,74,9,9,0,37,0,0,0,1,3131,0,0,1
2008,234,11,1,10,6,75,9,9,0,38,0,0,1,1,3162,0,0,0
2009,234,11,1,9,6,74,9,9,0,39,0,0,1,1,4717,0,1,1
2010,234,11,1,9,6,75,9,10,0,39,0,0,0,1,5783,0,1,0
2011,234,11,1,6,6,75,9,9,0,41,0,0,0,1,5934,0,1,1
2012,234,11,1,6,6,75,9,10,0,43,0,0,0,1,5677,0,1,1
2013,234,11,1,6,7,75,9,10,0,45,0,0,0,1,6216,0,1,0
2014,234,11,1,6,7,76,9,10,0,46,0,0,0,1,5975,0,1,0
2015,234,11,1,4,7,75,9,10,0,47,0,0,0,1,5998,0,0,0
2016,234,11,0,5,7,75,9,10,0,49,0,0,1,1,6436,0,1,1
2017,234,11,0,5,8,75,9,10,0,50,0,0,0,1,12683,0,1,1
2018,234,11,0,4,8,76,9,10,0,52,0,0,0,1,13314,0,1,0
2019,234,11,0,3,8,77,9,10,0,53,0,0,0,1,14433,0,1,1
2000,235,10,0,1,4,59,8,8,0,23,0,0,0,1,,,0,0
2001,235,10,0,1,5,59,8,8,0,24,0,0,1,1,,0,0,0
2002,235,10,0,1,5,59,8,8,0,25,0,0,0,1,,0,0,1
2003,235,11,0,1,4,59,8,9,0,26,0,0,0,1,,0,0,1
2004,235,11,0,1,4,60,8,9,0,27,0,0,1,1,,0,0,1
2005,235,11,0,1,5,60,8,9,0,28,0,0,0,1,,0,1,0
2006,235,11,0,2,5,60,8,9,0,30,0,0,0,1,2073,0,1,0
2007,235,11,0,2,5,62,8,9,0,32,0,0,1,1,1991,0,1,0
2008,235,11,0,2,5,62,8,9,0,34,0,0,0,1,1895,0,0,0
2009,235,11,0,2,6,62,8,10,0,36,0,0,0,1,1765,0,1,1
2010,235,11,0,3,6,62,8,10,0,36,0,0,0,1,1904,0,1,1
2011,235,11,0,2,6,63,8,10,0,38,0,0,0,1,2085,0,1,0
2012,235,11,0,2,6,63,8,10,0,39,0,0,0,1,2223,0,1,0
2013,235,11,0,3,7,64,8,10,0,41,0,0,0,1,2400,0,1,0
2014,235,11,0,1,7,64,8,10,0,42,0,0,1,1,2421,0,1,1
2015,235,11,0,0,7,64,8,10,0,44,0,0,0,1,2479,0,1,1
2016,235,11,0,1,7,64,8,10,0,45,0,0,1,1,3068,0,1,0
2017,235,11,0,1,8,65,8,10,0,46,0,0,0,1,4610,0,1,0
2018,235,11,0,0,8,66,8,10,0,48,0,0,0,1,4881,0,1,1
2019,235,11,0,3,8,67,8,10,0,50,0,0,0,1,5065,0,1,1
2000,236,10,0,7,4,65,8,8,0,21,0,0,1,1,,,0,0
2001,236,10,0,6,5,65,8,8,0,22,0,0,0,1,,0,0,1
2002,236,11,0,6,4,65,8,8,0,23,0,0,0,1,,0,0,0
2003,236,11,0,5,4,65,8,9,0,24,0,0,1,1,,0,0,1
2004,236,11,0,8,4,67,8,9,0,25,0,0,1,1,,0,0,0
2005,236,11,0,5,5,67,8,9,0,26,0,0,0,1,,0,0,0
2006,236,11,0,3,5,67,8,9,0,28,0,0,0,1,3496,0,0,1
2007,236,11,0,3,5,68,8,9,0,29,0,0,0,1,4029,0,1,1
2008,236,11,1,1,5,68,8,9,0,31,0,0,0,1,4079,0,1,0
2009,236,11,1,3,5,68,8,9,0,34,0,0,0,1,2361,0,1,0
2010,236,11,1,1,6,68,8,9,0,34,0,0,0,1,3157,0,1,0
2011,236,11,0,1,6,69,8,9,0,36,0,0,1,1,4814,0,1,0
2012,236,11,0,2,6,69,8,9,0,38,0,0,0,1,5044,0,1,0
2013,236,11,1,2,6,69,8,9,0,39,0,0,0,1,5114,0,1,1
2014,236,11,0,2,7,69,8,10,0,40,0,0,0,1,2122,0,1,0
2015,236,11,0,1,7,69,8,10,0,42,0,0,0,1,2254,0,1,1
2016,236,11,0,1,7,68,8,10,0,43,0,0,0,1,3384,0,1,0
2017,236,11,0,2,7,70,8,10,0,45,0,0,1,1,9266,0,1,1
2018,236,11,0,4,7,70,8,9,0,46,0,0,0,1,10423,0,1,1
2019,236,11,0,3,8,70,8,9,0,48,0,0,0,1,11270,0,1,0
2000,237,10,0,5,5,65,8,8,0,7,0,0,1,1,,,0,0
2001,237,10,0,6,6,65,8,8,0,12,0,0,1,1,,0,0,1
2002,237,10,0,6,5,65,8,8,0,17,0,0,0,1,,0,0,0
2003,237,10,0,6,5,65,8,9,0,22,0,0,0,1,,0,0,1
2004,237,10,0,7,5,66,8,9,0,27,0,0,1,1,,0,0,1
2005,237,10,0,7,6,65,8,9,0,28,0,0,0,1,,0,0,0
2006,237,11,1,8,6,65,8,9,0,30,0,0,1,1,2180,0,0,1
2007,237,11,1,9,6,67,8,9,0,32,0,0,0,1,2272,0,0,1
2008,237,11,1,6,6,67,8,9,0,34,0,0,0,1,2401,0,0,1
2009,237,11,1,5,6,67,8,9,0,37,0,0,0,1,2597,0,0,0
2010,237,11,1,5,6,66,8,9,0,38,0,0,0,1,3452,0,0,1
2011,237,11,1,5,6,67,8,9,0,39,0,0,0,1,3567,0,0,1
2012,237,11,1,4,7,67,8,9,0,41,0,0,0,1,3352,0,0,0
2013,237,11,1,4,7,68,8,10,0,42,0,0,1,1,2803,0,0,1
2014,237,11,1,4,7,68,8,10,0,44,0,0,0,1,2721,0,0,0
2015,237,11,1,4,8,68,8,10,0,45,0,0,0,1,3017,0,0,1
2016,237,11,0,4,8,68,8,10,0,47,0,0,1,1,2906,0,0,1
2017,237,11,0,3,8,69,8,10,0,48,0,0,0,1,5608,0,0,0
2018,237,11,1,4,8,71,8,10,0,50,0,0,0,1,6694,0,0,1
2019,237,11,0,5,8,72,8,10,0,51,0,0,0,1,6269,0,0,1
2000,238,10,0,0,3,61,8,8,0,14,0,0,0,1,,,0,0
2001,238,10,0,0,3,61,8,8,0,15,0,0,1,1,,0,0,0
2002,238,10,0,0,3,61,8,8,0,17,0,0,0,1,,0,0,1
2003,238,11,0,1,3,61,8,9,0,18,0,0,0,1,,0,0,1
2004,238,11,0,1,4,62,8,9,0,19,0,0,1,1,,0,0,0
2005,238,11,0,1,3,62,8,9,0,20,0,0,1,1,,0,1,1
2006,238,11,0,1,4,62,8,9,0,21,0,0,0,1,773,0,1,1
2007,238,11,0,1,4,63,8,9,0,23,0,0,0,1,849,0,1,0
2008,238,11,0,2,4,63,8,9,0,26,0,0,1,1,821,0,1,0
2009,238,11,0,3,4,63,8,9,0,29,0,0,0,1,796,0,1,1
2010,238,11,0,4,5,63,8,9,0,29,0,0,0,1,1348,0,1,0
2011,238,11,0,4,5,64,8,9,0,31,0,0,0,1,1522,0,1,0
2012,238,11,0,7,6,64,8,9,0,33,0,0,0,1,1428,0,1,1
2013,238,11,0,8,6,63,8,9,0,34,0,0,1,1,2373,0,1,1
2014,238,11,0,8,6,63,8,10,0,36,0,0,0,1,2738,0,1,0
2015,238,11,0,8,7,62,8,10,0,37,0,0,0,1,2401,0,1,0
2016,238,11,0,4,7,62,8,10,0,39,0,0,0,1,2880,0,1,1
2017,238,11,0,2,7,63,8,10,0,40,0,0,0,1,5810,0,1,0
2018,238,11,0,2,8,63,8,10,0,42,0,0,1,1,6324,0,1,1
2019,238,11,0,3,7,63,8,10,0,43,0,0,0,1,6665,0,1,0
2000,239,10,0,1,3,62,8,8,0,7,0,0,0,1,,,0,0
2001,239,10,0,1,4,62,8,8,0,11,0,0,0,1,,0,0,1
2002,239,10,0,0,3,62,8,8,0,15,0,0,0,1,,0,0,0
2003,239,10,0,0,3,62,8,9,0,20,0,0,1,1,,0,0,0
2004,239,10,0,0,4,64,8,9,0,24,0,0,0,1,,0,0,0
2005,239,11,0,0,4,63,8,9,0,26,0,0,1,1,,0,0,1
2006,239,11,0,0,4,63,8,9,0,27,0,0,0,1,905,0,0,1
2007,239,11,0,1,5,65,8,9,0,29,0,0,0,1,1015,0,0,1
2008,239,11,0,1,5,65,8,10,0,31,0,0,0,1,1128,0,0,0
2009,239,11,0,1,5,65,8,10,0,33,0,0,0,1,1464,0,1,1
2010,239,11,0,1,5,65,8,10,0,33,0,0,0,1,1614,0,0,0
2011,239,11,0,1,5,65,8,10,0,34,0,0,1,1,1784,0,1,1
2012,239,11,0,1,6,65,8,10,0,36,0,0,0,1,1952,0,1,1
2013,239,11,0,2,6,65,8,10,0,38,0,0,0,1,1876,0,1,0
2014,239,11,0,2,7,65,8,10,0,39,0,0,0,1,3011,0,1,1
2015,239,11,0,2,7,66,8,10,0,41,0,0,0,1,2839,0,1,0
2016,239,11,0,1,7,66,8,10,0,42,0,0,1,1,2466,0,1,1
2017,239,11,0,0,7,67,8,10,0,44,0,0,0,1,7614,0,1,0
2018,239,11,0,0,7,68,8,10,0,46,0,0,0,1,8225,0,1,1
2019,239,11,0,1,8,68,8,10,0,47,0,0,0,1,5170,0,1,0
2000,240,10,0,2,3,70,8,8,0,22,0,0,1,1,,,0,0
2001,240,10,0,2,3,70,8,8,0,23,0,0,0,1,,0,0,1
2002,240,10,0,2,3,70,8,8,0,25,0,0,1,1,,0,0,1
2003,240,11,0,1,4,70,8,8,0,26,0,0,0,1,,0,0,0
2004,240,11,1,1,3,71,8,8,0,28,0,0,0,1,,0,0,1
2005,240,11,0,1,3,70,8,8,0,29,0,0,0,1,,0,0,0
2006,240,11,0,0,4,70,8,9,0,31,0,0,1,1,1604,0,0,0
2007,240,11,0,0,4,71,8,9,0,32,0,0,0,1,1277,0,0,0
2008,240,11,1,1,4,71,8,9,0,33,0,0,0,1,1624,0,1,1
2009,240,11,1,0,4,70,8,9,0,35,0,0,0,1,2030,0,1,0
2010,240,11,1,0,5,72,8,9,0,35,0,0,0,1,1457,0,1,0
2011,240,11,1,1,6,72,9,9,0,37,0,0,0,1,1352,0,1,1
2012,240,11,0,1,6,72,9,9,0,38,0,0,0,1,3236,0,1,1
2013,240,11,0,1,6,73,9,9,0,40,0,0,1,1,4090,0,1,1
2014,240,11,0,1,6,73,9,9,0,41,0,0,0,1,4424,0,1,1
2015,240,11,0,1,7,73,9,9,0,43,0,0,0,1,4634,0,1,0
2016,240,11,0,1,7,73,9,9,0,44,0,0,0,1,4257,0,1,0
2017,240,11,0,0,7,73,9,9,0,45,0,0,1,1,15739,0,1,1
2018,240,11,0,1,7,73,9,9,0,47,0,0,0,1,17062,0,1,1
2019,240,11,0,1,7,74,9,9,0,48,0,0,0,1,17948,0,1,1
2000,241,10,0,0,3,58,8,7,0,12,0,0,0,1,,,0,0
2001,241,10,0,0,3,59,8,8,0,14,0,0,1,1,,0,0,0
2002,241,10,0,0,4,58,8,7,0,16,0,0,0,1,,0,0,0
2003,241,10,0,0,4,58,8,7,0,18,0,0,0,1,,0,0,1
2004,241,10,0,0,3,58,8,8,0,20,0,0,0,1,,0,0,1
2005,241,10,0,1,4,57,8,8,0,22,0,0,1,1,,0,0,0
2006,241,10,0,1,4,57,8,8,0,23,0,0,1,1,765,0,0,1
2007,241,10,0,1,3,58,8,8,0,25,0,0,0,1,869,0,0,0
2008,241,10,0,2,4,58,8,8,0,27,0,0,0,1,934,0,0,1
2009,241,10,0,1,4,58,8,9,0,29,0,0,0,1,952,0,0,0
2010,241,11,0,1,5,59,8,9,0,29,0,0,0,1,1014,0,0,1
2011,241,11,0,1,5,59,8,9,0,31,0,0,1,1,1082,0,0,1
2012,241,11,0,2,5,59,8,9,0,33,0,0,0,1,1638,0,1,1
2013,241,11,0,2,5,59,8,10,0,35,0,0,0,1,2222,0,1,0
2014,241,11,0,2,6,60,8,10,0,36,0,0,0,1,2337,0,1,0
2015,241,11,0,2,6,60,8,10,0,38,0,0,0,1,2129,0,1,1
2016,241,11,0,2,6,61,8,10,0,39,0,0,1,1,2924,0,1,0
2017,241,11,0,0,7,61,8,10,0,41,0,0,1,1,5595,0,1,1
2018,241,11,0,1,7,62,8,10,0,42,0,0,0,1,5907,0,1,0
2019,241,11,0,1,7,62,8,9,0,43,0,0,0,1,6519,0,1,0
2000,242,10,0,9,4,54,7,7,0,16,0,0,1,1,,,0,1
2001,242,10,0,8,4,55,7,7,0,18,0,0,0,1,,0,0,0
2002,242,11,0,7,4,54,7,8,0,19,0,0,0,1,,0,0,0
2003,242,11,0,5,4,55,7,8,0,21,0,0,1,1,,0,1,1
2004,242,11,0,4,4,56,7,8,0,22,0,0,0,1,,0,1,0
2005,242,11,0,3,5,55,7,8,0,24,0,0,0,1,,0,1,1
2006,242,11,0,4,5,55,7,8,0,25,0,0,0,1,1775,0,1,0
2007,242,11,0,5,5,56,7,9,0,27,0,0,1,1,1995,0,1,1
2008,242,11,0,4,5,57,8,9,0,30,0,0,0,1,2434,0,0,0
2009,242,11,0,4,6,56,7,9,0,33,0,0,1,1,2127,0,0,1
2010,242,11,0,3,6,57,8,9,0,33,0,0,0,1,2190,0,0,0
2011,242,11,0,1,6,57,8,9,0,34,0,1,0,1,2294,0,1,1
2012,242,11,0,2,6,57,8,9,0,36,0,1,0,1,2178,0,0,0
2013,242,11,0,5,6,57,8,10,0,37,0,1,0,1,2228,0,1,1
2014,242,12,0,5,7,56,7,10,0,38,0,1,1,1,2198,0,1,0
2015,242,12,0,2,7,56,7,10,0,40,0,1,0,1,2160,0,1,0
2016,242,12,0,1,7,62,8,9,0,40,0,1,0,1,2148,0,1,0
