year,citycode,lnCI,education,major,tenure,age,hometown,Structure,Open,TI,PGDP2,PGDP,Fixed,FD,UR,pilot,rank,turnover,pressure,EI,CI_ratio,d1,d2
2013,120000,11.245995,2,1,1,61,0,0.44312769,78.79213,12.573011,97.00110895,9.8489141,12.17298,0.4478507,82.290071,1,0,0,0,7023,0,1,0
2014,120000,11.272928,2,1,2,61,0,0.43376231,77.008072,12.611738,96.66045688,9.831605,12.241692,0.4518784,82.550035,1,0,1,0,7314,0,1,0
2015,120000,11.233646,3,1,1,61,0,0.41266471,68.249741,12.855064,95.59089442,9.7770596,12.289268,0.44758192,82.879778,1,0,0,0,7670,0,1,1
2016,120000,11.267315,3,1,2,61,0,0.38057801,62.043877,13.098407,95.1641397,9.7552109,12.343897,0.45236528,83.27027,1,0,1,0,8009,0,1,0
2017,120000,11.282416,1,1,1,61,0,0.36657467,59.275387,12.281491,95.99798808,9.7978563,12.315465,0.43129599,83.570213,1,0,0,0,8269,0,1,1
2018,120000,11.304523,1,1,2,61,0,0.36184457,62.922203,12.44018,96.14592407,9.8054028,12.224353,0.41018417,83.950108,1,0,0,0,8846,0,1,1
2019,120000,11.356427,1,1,3,61,0,0.35197568,52.931519,12.428772,95.75139155,9.785264,12.308087,0.41091332,84.309747,1,0,0,0,9152,0,1,1
2000,130100,10.709234,1,2,3,58,1,0.48437506,6.5363474,6.5176711,82.6979896,9.0938435,9.8497791,0.12936737,34.630056,0,1,0,0,,,0,0
2001,130100,10.693716,1,2,1,55,1,0.47544464,7.3938799,6.612041,82.76776501,9.0976791,9.882164,0.13260809,36.259175,0,1,1,0,,0,0,1
2002,130100,10.761278,1,2,2,56,1,0.48031652,8.0807972,6.7889719,82.79275458,9.0990524,10.2622,0.13063022,37.888294,0,1,0,0,,0,0,0
2003,130100,10.870437,1,2,3,57,1,0.50192064,10.560585,6.8997231,83.08741066,9.1152296,10.417495,0.22705473,39.517413,0,1,0,0,,0,0,1
2004,130100,10.964654,1,2,4,58,1,0.52562547,20.064686,6.84588,83.0738678,9.1144867,10.5851,0.2193049,41.146532,0,1,0,0,,0,0,0
2005,130100,11.1668,1,2,5,59,1,0.51791757,21.36438,7.052721,82.36460586,9.0754948,10.715263,0.20776981,42.625903,0,1,0,0,,0,1,1
2006,130100,11.270745,1,2,6,60,1,0.51510668,17.17028,7.116394,82.1946896,9.0661287,10.757935,0.20287487,43.959553,0,1,1,0,2073,0,1,1
2007,130100,11.283691,2,1,1,51,1,0.51321292,16.515551,7.2513452,82.84310911,9.101819,10.868534,0.20324945,45.100257,0,1,0,0,2100,0,1,0
2008,130100,11.286763,2,1,2,52,1,0.52305204,17.540096,7.5043917,84.05644317,9.1682301,10.9835,0.19079755,46.799727,0,1,1,0,1913,0,1,0
2009,130100,11.350114,1,1,1,54,0,0.49575853,12.532276,7.6912003,83.70097509,9.1488237,11.220027,0.18848588,49.488956,0,1,0,0,1886,0,1,1
2010,130100,11.440032,1,1,2,55,0,0.48625341,21.369539,7.8176255,83.65739211,9.1464415,11.298564,0.19549391,50.565099,0,1,1,0,1977,0,1,0
2011,130100,11.504411,2,1,1,52,1,0.4976874,21.86661,7.9430728,84.77983883,9.2075968,11.2325,0.2034694,52.009767,0,1,0,0,2143,0,1,0
2012,130100,11.517907,2,1,2,53,1,0.4979018,18.086472,8.2725706,84.60386994,9.1980362,11.317828,0.19948256,53.470056,0,1,0,0,2168,0,1,1
2013,130100,11.511454,2,1,3,54,1,0.47853753,17.369719,8.4357662,84.60155389,9.1979103,11.393323,0.20222306,55.720109,1,1,0,0,2362,0,1,1
2014,130100,11.545704,2,1,4,55,1,0.46757948,16.927114,8.6388798,83.74776506,9.1513805,11.466743,0.19987521,56.169816,1,1,0,0,3381,0,1,1
2015,130100,11.516168,2,1,5,56,1,0.45085111,14.488583,8.9695415,83.28731289,9.1261883,11.508594,0.20291194,58.299694,1,1,0,0,4418,0,1,0
2016,130100,11.499997,2,1,6,57,1,0.45446047,13.581637,9.2220716,83.49003382,9.1372881,11.482192,0.20585196,59.959572,1,1,1,0,5874,0,1,1
2017,130100,11.525571,2,1,1,57,1,0.43941358,13.465308,9.43612,82.11189863,9.0615616,11.476246,0.19745719,61.640272,1,1,0,0,7883,0,1,0
2018,130100,11.732896,2,1,2,58,1,0.32228237,17.722933,9.7590399,78.22594972,8.8445435,11.464067,0.21107832,63.159721,1,1,0,0,9014,0,1,1
2019,130100,11.716507,2,1,3,59,1,0.31527421,18.578663,10.001521,78.33231496,8.8505545,11.459681,0.206875,64.410037,1,1,0,0,10765,0,1,0
2000,130200,10.610008,1,2,3,56,1,0.50455314,4.4127684,6.0473723,86.06172894,9.2769461,9.2006378,0.13308635,35.3,0,1,0,0,,,0,0
2001,130200,10.615851,1,2,4,57,1,0.51097059,4.3515472,6.3784261,86.03357942,9.2754288,9.1125689,0.13363694,40.1,0,1,0,0,,0,0,0
2002,130200,10.699914,1,2,5,58,1,0.51737851,5.5113778,6.2186003,85.83567224,9.2647543,9.6584005,0.16014992,41.04,0,1,1,0,,0,0,0
2003,130200,10.839773,1,2,1,53,1,0.55206352,6.5849538,6.0306854,86.41807202,9.2961321,9.8365984,0.24670181,40.320113,0,1,0,0,,0,0,1
2004,130200,10.877181,1,2,2,54,1,0.56261498,9.2397346,6.1862087,87.97422299,9.3794575,10.079087,0.26307973,43.760474,0,1,0,0,,0,0,1
2005,130200,10.994168,1,2,3,55,1,0.5729329,10.540859,6.3332796,89.36177078,9.4531355,10.259666,0.27146479,46.119835,0,1,0,0,,0,0,1
2006,130200,11.111959,1,2,4,56,1,0.5868479,11.582949,6.5191474,89.33640415,9.4517937,10.309162,0.26484892,48.000055,0,1,1,0,4013,0,1,1
2007,130200,11.212619,3,1,1,45,0,0.57425672,13.649763,6.5820251,89.83932914,9.4783611,10.472781,0.26406935,49.730008,0,1,0,0,4924,0,0,0
2008,130200,11.176879,3,1,2,46,0,0.59437722,17.773935,6.9574976,91.96612831,9.5898972,10.622643,0.26851648,51.250589,0,1,0,0,4761,0,0,0
2009,130200,11.2735,3,1,3,47,0,0.57757467,10.917418,7.0925736,91.23365476,9.551631,10.985805,0.24496472,53.42064,0,1,0,0,5753,0,0,1
2010,130200,11.342496,3,1,4,48,0,0.58140695,13.913177,7.2442274,91.88924683,9.5858879,10.957363,0.23816083,50.84938,0,1,1,0,6282,0,0,0
2011,130200,11.391189,1,2,1,57,1,0.60081905,12.576702,7.5153446,93.49844315,9.6694593,10.899008,0.24973141,52.139654,0,1,0,0,5859,0,1,1
2012,130200,11.425323,1,2,2,58,1,0.5926311,11.240462,7.761745,92.89776374,9.6383486,10.994286,0.23892838,53.599791,0,1,0,0,6349,0,1,1
2013,130200,11.453278,2,1,1,57,1,0.58698297,12.619923,7.884953,92.05246339,9.5943975,11.084293,0.22335231,54.970161,0,1,1,0,7110,0,1,0
2014,130200,11.511097,2,1,2,58,1,0.57760245,16.475912,8.0789986,91.27585301,9.5538397,11.182541,0.22321565,56.209933,0,1,1,0,7004,0,1,0
2015,130200,11.725598,2,1,1,55,1,0.56462038,17.653074,8.2945499,86.50884283,9.301013,11.22014,0.21859917,58.31026,0,1,0,0,8223,0,1,1
2016,130200,11.719969,2,1,2,56,1,0.54451567,13.28021,8.4761629,86.85554994,9.3196325,11.240725,0.22083853,60.409761,0,1,0,0,5771,0,1,0
2017,130200,11.705471,2,1,3,57,1,0.53544408,10.94673,8.7815552,86.83736642,9.3186569,11.242904,0.21434714,61.639863,0,1,1,0,12506,0,1,0
2018,130200,11.689902,1,1,1,55,0,0.52695549,9.9034605,9.0585871,86.66312793,9.3093033,11.238224,0.21540219,63.140121,0,1,0,0,13075,0,1,1
2019,130200,11.648951,1,1,2,56,0,0.52266419,10.780909,9.3821907,87.05911292,9.3305473,11.263985,0.21236187,64.319437,0,1,1,0,13762,0,1,0
2000,130300,10.92114,1,2,3,56,1,0.37303454,22.857443,5.2417469,78.84049631,8.8792171,8.8285913,0.20211589,32.304194,0,1,0,0,,,0,0
2001,130300,10.842607,1,2,4,57,1,0.36516964,19.861094,5.4930615,80.0478803,8.9469481,8.8358231,0.20346217,34.318791,0,1,0,0,,0,0,1
2002,130300,10.890862,1,2,5,58,1,0.38597897,21.880941,5.529429,80.24252124,8.957819,8.8327932,0.19684914,36.333388,0,1,1,0,,0,0,1
2003,130300,10.992729,2,1,1,53,1,0.43586096,40.808701,5.7807436,81.06455726,9.0035858,8.9209042,0.27838203,38.347985,0,1,0,0,,0,0,0
2004,130300,11.022257,2,1,2,54,1,0.44285458,44.97731,5.9053617,82.33865925,9.0740652,9.0118217,0.27032962,40.362582,0,1,0,0,,0,0,1
2005,130300,11.243177,2,1,3,55,1,0.43229306,49.745159,5.894403,81.25682025,9.0142565,9.0740986,0.27965051,40.954861,0,1,0,0,,0,0,0
2006,130300,11.28797,2,1,4,56,1,0.42276192,44.286888,6.1800165,82.44404285,9.0798702,9.232789,0.29373172,42.889111,0,1,1,0,3397,0,1,1
2007,130300,11.284238,2,1,1,54,1,0.44420063,41.82336,6.2633982,84.03605426,9.1671181,9.3125858,0.3070313,44.78157,0,1,0,0,3277,0,1,0
2008,130300,11.290325,2,1,2,55,1,0.4519155,47.089424,6.4861608,85.24302073,9.2327147,9.4110394,0.31437641,46.101305,0,1,0,0,3335,0,0,0
2009,130300,11.363454,2,1,3,56,1,0.42655125,29.489826,6.8469429,84.93531587,9.2160358,9.6697426,0.29482335,47.239758,0,1,0,0,3351,0,1,1
2010,130300,11.41919,2,1,4,57,1,0.42043731,26.468178,6.9488974,85.70552032,9.2577276,9.7648554,0.31877735,47.279355,0,1,0,0,2520,0,1,0
2011,130300,11.542488,2,1,5,58,1,0.41155398,27.070261,7.0139155,86.07829094,9.2778387,9.8430214,0.3159259,48.44987,0,1,0,0,2796,0,1,0
2012,130300,11.58108,2,1,6,59,1,0.41315243,25.602816,7.467371,85.51102594,9.2472172,9.9341478,0.31908342,49.66905,0,1,0,0,3209,0,1,0
2013,130300,11.611106,3,2,1,51,1,0.39392993,23.895519,7.3375878,84.71021976,9.2038155,9.9278879,0.30076703,50.811113,1,1,1,0,4044,0,1,0
2014,130300,11.623076,3,2,2,52,1,0.38580877,23.021406,7.4905295,84.16096045,9.1739283,9.885828,0.30127037,52.021537,1,1,0,0,5016,0,1,1
2015,130300,11.596917,3,1,0,50,1,0.36781815,25.068459,8.2342997,83.87065824,9.1580925,9.9316292,0.28628829,54.070676,1,1,1,0,5838,0,1,0
2016,130300,11.630276,3,1,1,51,1,0.35382769,24.324511,8.4100533,83.42131181,9.1335268,9.8643436,0.28678718,56.130033,1,1,0,0,6459,0,1,1
2017,130300,11.606916,3,1,2,52,1,0.34801576,23.294615,8.37885,84.11840981,9.1716089,9.7924337,0.28287211,57.879002,1,1,0,0,9151,0,1,0
2018,130300,11.621209,3,1,3,53,1,0.33814764,24.426504,8.4671621,84.06690078,9.1688004,9.7698126,0.27930823,59.418671,1,1,0,0,9423,0,1,0
2019,130300,11.63588,3,1,4,54,1,0.3241387,22.524954,8.5699759,84.03119392,9.166853,9.7735548,0.28059918,60.71894,1,1,1,0,10058,0,1,1
2000,130400,11.13881,1,1,3,54,1,0.47620136,7.5991106,5.5053315,74.0210554,8.603549,9.781662,0.07257551,23.730597,0,1,0,0,,,0,1
2001,130400,11.127261,1,1,4,55,1,0.47990736,7.4730392,5.7137327,73.91629782,8.5974588,9.2103682,0.076379932,26.710324,0,1,0,0,,0,0,0
2002,130400,11.189108,1,1,5,56,1,0.48839009,7.3273787,5.9914646,73.86388153,8.5944099,9.1531334,0.075043827,29.690051,0,1,0,0,,0,0,0
2003,130400,11.278652,2,1,1,48,1,0.51759815,6.921289,5.8777356,74.4190885,8.6266499,9.6869888,0.15861887,32.669778,0,1,1,0,,0,0,0
2004,130400,11.303201,3,2,1,47,1,0.50539684,6.3464036,5.7203116,75.50614854,8.6894274,9.8504572,0.16870405,35.649505,0,1,1,0,,0,0,1
2005,130400,11.461579,3,2,2,48,1,0.52989894,7.0055375,5.817111,75.49313755,8.6886787,10.048315,0.17362496,37.770208,0,1,0,0,,0,1,0
2006,130400,11.482734,3,2,3,49,1,0.52280855,5.9640388,6.2065759,76.47549023,8.7450266,10.109175,0.18131174,38.930046,0,1,1,0,1978,0,1,1
2007,130400,11.499464,2,1,1,48,1,0.52576584,8.3431492,5.9839363,76.8348107,8.7655468,10.267882,0.17036229,40.670419,0,1,0,0,1242,0,1,1
2008,130400,11.515612,1,2,1,55,1,0.57538992,10.713708,6.1696105,77.36318274,8.7956343,10.426196,0.15655568,43.100378,0,1,1,0,1204,0,0,0
2009,130400,11.620511,1,2,2,56,1,0.53885317,9.0734339,6.6200733,76.20123717,8.729332,10.655378,0.15727033,45.20983,0,1,0,0,1529,0,0,0
2010,130400,11.676156,1,2,3,57,1,0.54214233,8.6364212,6.7867169,76.44081664,8.7430439,10.756242,0.16815022,45.379843,0,1,0,0,1593,0,1,1
2011,130400,11.761083,2,1,1,57,0,0.54765677,8.6914978,6.9007306,77.0423154,8.7773752,10.719831,0.16530888,46.57979,0,1,1,0,1260,0,1,1
2012,130400,11.790858,2,1,2,58,0,0.53593987,7.7366261,7.3492308,76.47885886,8.7452192,10.802758,0.16166182,46.579945,0,1,0,0,1885,0,1,0
2013,130400,11.840273,2,1,1,46,1,0.51335382,7.1822238,7.4753394,75.13674121,8.6681452,10.878525,0.14395055,47.910478,0,1,1,0,3809,0,1,1
2014,130400,11.90522,2,1,2,47,1,0.50113547,7.1008286,7.6582274,73.85722789,8.5940228,10.955754,0.14643785,49.130031,0,1,0,0,3952,0,1,1
2015,130400,11.894137,2,1,3,48,1,0.4771046,6.1212096,8.3109064,72.75764158,8.529809,10.995289,0.15487854,51.380261,0,1,0,0,4200,0,1,0
2016,130400,11.8939,2,1,4,49,1,0.47609934,5.2063742,8.1053076,72.68558595,8.5255842,11.008986,0.15015766,53.530044,0,1,0,0,4966,0,1,1
2017,130400,11.949105,2,1,5,50,1,0.47920248,4.2266932,8.3889055,71.6812548,8.4664783,10.995047,0.14396152,55.310111,0,1,0,0,10397,0,1,1
2018,130400,11.98401,2,1,6,51,1,0.45099288,4.3397446,8.6499739,70.86821938,8.4183264,10.992229,0.14646915,56.870277,0,1,0,0,11933,0,1,0
2019,130400,12.037011,2,1,7,52,1,0.44593728,4.5363092,8.8417377,69.81277433,8.3554039,10.996326,0.14944029,58.150518,0,1,0,0,13408,0,1,0
2000,130500,11.091285,2,1,2,50,0,0.52197194,6.1545525,4.89784,71.23668401,8.4401827,8.4399452,0.053564135,23.691066,0,1,1,0,,,0,1
2001,130500,11.085507,1,2,1,55,1,0.52460915,6.6527438,5.1984968,71.20684096,8.4384146,8.3829107,0.050962865,25.78205,0,1,0,0,,0,0,0
2002,130500,11.175414,1,2,2,56,1,0.52866656,7.285953,5.3518581,70.85619347,8.4176121,9.2727566,0.044769283,27.873034,0,1,1,0,,0,0,1
2003,130500,11.263186,2,1,1,53,1,0.54585439,7.4704752,5.433722,71.50295849,8.4559422,9.4935637,0.14824905,29.964018,0,1,0,0,,0,0,1
2004,130500,11.275508,2,1,2,54,1,0.5705052,7.3213735,5.676754,72.82362778,8.5336761,9.5531769,0.14194816,32.055002,0,1,0,0,,0,0,0
2005,130500,11.517348,2,1,3,55,1,0.58133304,8.7639523,5.7004437,71.59093241,8.4611425,9.7172518,0.14493395,33.981754,0,1,0,0,,0,1,1
2006,130500,11.588007,2,1,4,56,1,0.58987826,8.6848297,5.5909872,71.7976687,8.4733505,9.7505779,0.1545603,36.01929,0,1,0,0,1918,0,1,0
2007,130500,11.623734,2,1,5,57,1,0.56480575,8.9256067,5.5759492,71.76318461,8.4713154,9.8722076,0.1501215,38.059962,0,1,0,0,2477,0,1,0
2008,130500,11.710487,2,1,6,58,1,0.58181638,12.071915,5.6489744,71.29556814,8.4436703,9.9240007,0.15370405,39.510197,0,1,1,0,2833,0,1,1
2009,130500,11.775548,2,1,1,53,1,0.56500512,8.8285732,6.0306854,70.83490524,8.4163475,10.159962,0.14868334,38.674737,0,1,0,0,2744,0,1,0
2010,130500,11.846928,2,1,2,54,1,0.55611187,9.9396696,6.0354815,70.90223181,8.4203463,10.238881,0.15703449,39.960641,0,1,0,0,2876,0,1,1
2011,130500,11.944823,2,1,3,55,1,0.55522931,9.6208506,6.498282,71.71609182,8.4685354,10.156638,0.15637819,41.287122,0,1,1,0,2914,0,1,1
2012,130500,11.988963,3,2,1,55,1,0.54149932,7.1862798,6.7912216,71.11422743,8.4329252,10.247506,0.15514983,42.719027,0,1,0,0,2855,0,1,1
2013,130500,12.003802,3,2,2,56,1,0.52384269,6.9572439,7.1762547,70.35319256,8.387681,10.34313,0.14611237,44.200418,0,1,0,0,2936,0,1,0
2014,130500,12.038062,3,2,3,57,1,0.50791138,7.7131147,7.4133673,69.59655376,8.3424549,10.424192,0.15371509,45.429489,0,1,1,0,3184,0,1,0
2015,130500,11.973235,2,1,1,53,0,0.44969994,6.5281439,7.9796815,69.61549075,8.3435898,10.464991,0.16422543,47.729765,0,1,0,0,2133,0,1,1
2016,130500,11.963311,2,1,2,54,0,0.46858209,6.3058977,8.2103958,70.18646216,8.3777361,10.487679,0.16642314,49.829916,0,1,1,0,3419,0,1,1
2017,130500,11.994319,2,1,1,58,1,0.45599169,6.6314516,8.3499575,69.95193937,8.3637276,10.467554,0.15802781,51.569726,0,1,0,0,9895,0,1,1
2018,130500,12.052198,2,1,2,59,1,0.40765125,7.1305022,8.6576509,69.15538033,8.3159714,10.45533,0.1643571,52.910067,0,1,1,0,11501,0,1,0
2019,130500,12.152148,2,1,1,58,1,0.39296636,7.9906931,8.9027281,67.70542446,8.2283306,10.459436,0.16728371,54.229771,0,1,1,0,13143,0,1,1
2000,130600,10.840006,1,2,3,57,1,0.44551325,2.4062431,5.6454468,73.86586513,8.5945253,9.080184,0.060934693,24.613623,0,1,0,0,,,0,1
2001,130600,10.879474,1,2,4,58,1,0.44320557,2.4781487,6.0137153,73.2431929,8.5582237,9.2070704,0.051704295,25.499766,0,1,1,0,,0,0,0
2002,130600,10.973359,1,1,2,56,1,0.4528473,4.106832,5.9610052,72.96367464,8.5418777,9.7904835,0.051059134,26.385909,0,1,0,0,,0,0,0
2003,130600,11.108853,1,1,3,57,1,0.47545052,5.7327437,6.1047931,72.79524413,8.5320129,9.962841,0.14844722,27.272052,0,1,0,0,,0,0,1
2004,130600,11.152654,1,1,4,58,1,0.4898825,7.0007024,6.2344108,73.43618285,8.5694914,10.100928,0.14147389,28.158195,0,1,0,0,,0,0,0
2005,130600,11.514482,1,1,5,59,1,0.50280172,10.72005,6.4118185,70.13709414,8.3747892,10.146536,0.14268632,29.744641,0,1,1,0,,0,1,1
2006,130600,11.613026,1,1,1,54,1,0.5090456,14.094074,6.505784,70.03023907,8.3684072,10.081241,0.14443213,30.72963,0,1,1,0,1409,0,1,1
2007,130600,11.658134,2,1,1,57,1,0.51109952,17.167963,6.7093043,70.37954409,8.3892517,10.088305,0.14558183,31.760369,0,1,0,0,1383,0,1,0
2008,130600,11.716419,2,1,1,53,1,0.50044459,20.534616,6.89467,70.4269312,8.3920755,10.187346,0.1424997,33.470042,0,1,1,0,1590,0,1,0
2009,130600,11.75019,2,1,2,54,1,0.50365251,15.797355,7.1869011,70.58529467,8.4015055,10.422909,0.13697585,35.850444,0,1,0,0,1784,0,1,1
2010,130600,11.802267,2,1,3,55,1,0.51595867,18.923937,7.3562799,71.15586013,8.4353933,10.555964,0.14853296,38.724672,1,1,0,0,1470,0,1,1
2011,130600,11.870237,2,1,4,56,1,0.54634476,18.900867,7.825645,72.25667945,8.5003929,10.49943,0.14749832,39.699972,1,1,0,0,1865,0,1,1
2012,130600,11.874156,2,1,1,56,1,0.5497846,14.065096,8.1452599,72.17673838,8.4956894,10.591863,0.1443928,41.199323,1,1,1,0,1943,0,1,0
2013,130600,11.886074,2,1,1,54,1,0.54323494,10.845441,8.2741022,71.98034647,8.4841232,10.564777,0.15597866,42.900064,1,1,1,0,2076,0,1,0
2014,130600,11.938144,2,1,2,55,1,0.51500666,10.684852,8.3133621,71.08502215,8.4311934,10.614488,0.14330719,44.199789,1,1,0,0,2296,0,1,0
2015,130600,11.878983,2,1,3,56,1,0.49860325,8.7550354,8.4922857,71.31689169,8.4449329,10.653516,0.14991881,46.669956,1,1,0,0,2461,0,1,1
2016,130600,11.941407,2,1,4,57,1,0.48371032,7.7207971,8.8152218,70.97154988,8.4244614,10.651808,0.15089901,49.109975,1,1,0,0,2784,0,1,0
2017,130600,12.024893,2,1,5,58,1,0.45941967,9.0538521,9.1018639,69.95390151,8.3638449,10.575204,0.15282138,50.969591,1,1,0,0,9584,0,1,0
2018,130600,12.162291,2,1,6,59,1,0.41637754,10.593155,9.2440653,67.81405728,8.2349291,10.566726,0.2027186,52.540254,1,1,0,0,11898,0,1,1
2019,130600,12.095557,2,1,7,60,1,0.34947795,9.1728764,9.4686966,69.08259482,8.311594,10.572743,0.16363561,54.682895,1,1,0,0,11320,0,1,0
2000,130700,10.91377,1,1,3,56,1,0.42319188,6.1170311,4.4188404,72.04183556,8.4877462,8.5658207,0.12132526,27.457447,0,1,0,0,,,0,0
2001,130700,10.928042,1,1,4,57,1,0.44782552,6.069036,4.4886365,72.18307461,8.4960623,8.5899029,0.13960707,28.995335,0,1,0,0,,0,0,1
2002,130700,11.016071,1,1,5,58,1,0.4353894,6.1508908,4.2904596,71.87057665,8.4776516,8.7979765,0.18361437,30.533223,0,1,0,0,,0,0,1
2003,130700,11.128509,1,1,0,51,1,0.45446461,5.9585462,4.4886365,72.39037081,8.5082531,8.8117094,0.23737732,32.071111,0,1,1,0,,0,0,1
2004,130700,11.123144,1,1,1,52,1,0.48661837,7.5188217,4.2341065,74.14248919,8.6106033,8.9838543,0.26651132,33.608999,0,1,0,0,,0,0,0
2005,130700,11.366637,1,1,2,53,1,0.43658462,6.223341,4.3040652,73.08034179,8.5487041,9.121911,0.24806024,37.808612,0,1,0,0,,0,0,1
2006,130700,11.433506,2,1,3,54,1,0.42836443,6.4199114,4.8675346,73.54077815,8.575592,9.2811041,0.24031055,39.449761,0,1,1,0,2933,0,1,1
2007,130700,11.490975,2,1,1,52,1,0.42939115,8.4501314,5.1119876,74.28807289,8.6190529,9.4251528,0.25424916,40.929346,0,1,0,0,3038,0,1,0
2008,130700,11.476017,2,1,1,52,1,0.42427745,7.4845715,5.1416636,76.260072,8.7327013,9.6595354,0.24186003,42.429134,0,1,1,0,3039,0,1,1
2009,130700,11.582067,2,1,2,53,1,0.41830936,4.4051299,5.2311087,75.69655124,8.7003765,10.034821,0.26383683,43.900078,0,1,0,0,3062,0,1,0
2010,130700,11.640085,2,1,3,54,1,0.42960805,1.9525133,5.2257466,76.53997041,8.7487125,10.220521,0.25492597,45.169004,0,1,0,0,3190,0,1,1
2011,130700,11.751305,2,1,4,55,1,0.44195923,1.7601976,5.3752785,77.14113994,8.7830029,10.200275,0.25916758,46.420651,0,1,0,0,3251,0,1,0
2012,130700,11.780137,1,1,1,54,0,0.4288767,1.9547652,5.9322453,77.14780638,8.7833824,10.286922,0.25646189,47.630752,0,1,1,0,3246,0,1,0
2013,130700,11.785413,1,1,2,55,0,0.42108792,1.7959018,6.2166061,76.9981417,8.7748585,10.297641,0.2588478,48.949765,0,1,1,0,3259,0,1,0
2014,130700,11.795109,2,1,3,58,1,0.4213503,2.3653204,6.7912216,76.46558244,8.7444601,10.342113,0.27058727,50.100658,0,1,0,0,3353,0,1,0
2015,130700,11.778656,2,1,1,59,1,0.40008235,3.1897376,6.9810057,75.65306257,8.6978769,10.386996,0.27458569,52.19938,0,1,1,0,3234,0,1,1
2016,130700,11.768139,2,1,2,60,1,0.37323952,2.6592627,7.133296,75.71434108,8.7013988,10.367163,0.27387795,54.190866,0,1,0,0,4026,0,1,1
2017,130700,11.840328,3,1,1,56,1,0.3581267,2.3535216,7.3889461,74.2768944,8.6184044,10.305787,0.2859866,55.919242,0,1,1,0,7802,0,1,1
2018,130700,11.819592,3,1,2,57,1,0.33736822,3.043587,7.6294899,74.29270829,8.6193218,10.303926,0.29683951,57.239513,0,1,0,0,8762,0,1,0
2019,130700,11.856179,3,1,3,58,1,0.28716448,3.9544702,7.8103528,73.32814933,8.5631857,10.293947,0.2987403,58.37949,0,1,0,0,9493,0,1,1
2000,130800,10.622973,1,1,2,56,1,0.44710714,7.6462684,4.8751974,70.36511196,8.3883915,8.0799866,0.095950417,26.534826,0,1,0,0,,,0,0
2001,130800,10.642358,1,2,1,53,1,0.4286961,6.7847881,4.7449322,70.27335276,8.3829203,8.237421,0.093148775,27.410404,0,1,1,0,,0,0,0
2002,130800,10.733107,1,2,2,54,1,0.43347615,5.9565887,5.0039463,70.0469049,8.3694029,8.7779074,0.096149385,28.285982,0,1,0,0,,0,0,1
2003,130800,10.849803,1,2,3,55,1,0.46727738,4.8489633,5.1647859,70.77733566,8.4129267,8.9499331,0.23056729,29.16156,0,1,0,0,,0,0,0
2004,130800,10.867645,1,2,4,56,1,0.49631488,6.8009143,4.6539602,72.38064961,8.5076818,9.1033421,0.23841532,30.037138,0,1,0,0,,0,0,1
2005,130800,11.080389,1,2,5,57,1,0.51953566,5.1999326,4.934474,72.48871535,8.5140305,9.1745462,0.24102217,33.255193,0,1,0,0,,0,0,0
2006,130800,11.189374,1,2,6,58,1,0.52514619,3.0876787,5.0434251,72.79306336,8.5318851,9.2054253,0.24350007,34.350148,0,1,0,0,2175,0,0,1
2007,130800,11.176449,1,2,7,59,1,0.54719996,3.1997123,5.1984968,74.97250729,8.6586666,9.3179693,0.23308587,35.271364,0,1,0,0,2415,0,0,0
2008,130800,11.145778,2,1,1,54,1,0.57847464,3.9565835,5.0875964,77.3694911,8.7959929,9.4581232,0.24702947,36.809816,0,1,1,0,2227,0,0,0
2009,130800,11.295568,3,1,1,51,1,0.51609391,2.0786965,5.5645204,75.80599975,8.7066641,9.7273932,0.24090379,38.515398,0,1,0,0,2801,0,0,1
2010,130800,11.360464,3,1,2,52,1,0.51037055,2.3760047,5.3423343,76.60579762,8.7524738,9.9005089,0.242615,38.639241,0,1,0,0,2888,0,0,0
2011,130800,11.440516,3,1,3,53,1,0.54829675,1.0742959,5.5333896,78.34887522,8.85149,9.8854132,0.23973441,41.099424,0,1,0,0,2451,0,1,1
2012,130800,11.50282,2,1,1,55,1,0.52913439,0.81055909,5.749393,77.66346802,8.8126879,9.994297,0.24693768,42.457862,0,1,1,0,2318,0,1,0
2013,130800,11.518188,2,1,2,56,1,0.51079422,1.2260643,5.7365723,77.33498299,8.7940311,10.087988,0.2465592,43.856505,0,1,0,0,2583,0,1,0
2014,130800,11.529103,2,1,3,57,1,0.50083798,2.9415684,6.0112672,76.83641656,8.7656384,10.163683,0.22700109,45.305058,0,1,0,0,2612,0,1,1
2015,130800,11.516656,2,1,4,58,1,0.46837932,1.9088271,6.5220928,76.02917452,8.719471,10.182713,0.2253813,46.800374,0,1,1,0,2641,0,1,1
2016,130800,11.516541,2,1,1,53,1,0.45794082,2.2935622,6.8865318,75.81780645,8.7073421,10.177646,0.22050267,49.00051,0,1,0,0,2684,0,1,1
2017,130800,11.540561,2,1,2,54,1,0.41637173,1.9792228,7.2868762,75.1044385,8.6662817,10.179887,0.22620183,50.701262,0,1,0,0,9534,0,1,0
2018,130800,11.565933,2,1,3,55,1,0.36267295,1.4872953,7.4187808,74.15827327,8.6115198,10.194813,0.22628874,52.069072,0,1,0,0,10329,0,1,1
2019,130800,11.609186,2,1,4,56,1,0.33209285,1.5650201,7.7231202,72.92229853,8.5394554,10.191427,0.23243432,53.258715,0,1,0,0,12435,0,1,0
